crop,soil_moisture,temperature,humidity,nitrogen,phosphorus,potassium,ph,action
Sugarcane,36.5,34.48,20.3,107.91,41.55,109.62,6.86,Irrigate
Soybean,72.4,24.39,83.0,45.25,46.97,94.98,6.56,Harvest
Sugarcane,94.5,31.93,99.0,122.54,47.44,121.65,6.81,Harvest
Rice,54.5,28.05,79.45,69.16,40.49,78.02,5.94,Monitor
Wheat,42.55,32.3,84.7,73.89,42.8,69.17,6.98,Apply Pesticide
Cotton,27.1,30.69,54.81,53.29,33.96,65.27,6.73,Monitor
Wheat,8.8,20.24,30.0,69.76,40.28,67.48,6.76,Irrigate
Cotton,66.2,32.45,75.4,69.32,37.12,74.35,6.9,Harvest
Cotton,38.07,47.1,75.1,63.56,33.57,67.92,7.11,Apply Pesticide
Potato,59.5,18.49,70.35,86.23,53.62,123.01,5.58,Optimal
Soybean,47.8,37.1,89.6,40.73,45.25,77.42,6.74,Apply Pesticide
Potato,58.48,29.4,86.4,82.93,54.67,116.78,5.8,Apply Pesticide
Potato,13.3,21.0,41.9,74.51,52.37,115.24,5.8,Irrigate
Soybean,84.0,24.06,89.7,49.48,48.09,92.89,6.31,Harvest
Wheat,43.18,20.59,61.96,68.41,42.44,71.61,6.87,Optimal
Tomato,22.5,27.8,33.1,90.02,52.04,87.59,6.75,Irrigate
Potato,62.28,19.54,69.92,33.1,53.04,121.13,5.62,Fertilize
Sugarcane,65.86,30.61,77.67,98.25,47.66,109.28,6.67,Optimal
Soybean,72.7,23.19,92.4,45.92,53.0,92.15,6.41,Harvest
Sugarcane,95.0,32.63,92.7,117.86,49.87,110.56,6.93,Harvest
Cotton,60.1,31.57,74.9,70.46,38.74,71.44,7.01,Harvest
Rice,56.8,29.05,77.51,74.78,39.5,72.06,6.56,Monitor
Maize,51.89,29.54,59.95,97.76,53.04,83.16,6.52,Optimal
Rice,67.38,28.71,74.92,33.2,47.93,75.76,6.48,Fertilize
Cotton,42.69,29.66,52.76,58.15,32.25,68.55,6.71,Optimal
Tomato,64.14,26.87,68.46,78.48,48.74,100.83,6.68,Optimal
Sugarcane,84.3,32.77,96.0,124.81,52.85,109.06,6.5,Harvest
Soybean,23.9,26.55,23.7,37.67,42.36,76.92,6.57,Irrigate
Maize,74.2,28.56,82.4,103.9,57.32,102.55,6.52,Harvest
Wheat,47.65,38.6,95.7,74.28,42.53,67.64,6.56,Apply Pesticide
Rice,74.22,25.52,79.43,81.35,16.1,78.5,6.43,Fertilize
Rice,61.9,28.45,77.92,68.5,43.61,71.48,6.45,Monitor
Tomato,56.05,23.46,70.09,88.11,52.03,99.31,6.61,Optimal
Tomato,87.9,25.98,94.9,100.7,55.13,107.92,6.55,Harvest
Potato,55.9,21.13,71.15,73.95,25.2,107.76,5.91,Fertilize
Sugarcane,87.7,28.81,98.4,121.62,46.91,122.57,6.75,Harvest
Tomato,48.8,26.33,64.52,76.14,44.87,91.46,6.62,Monitor
Soybean,71.2,25.88,91.5,42.71,48.04,92.4,6.38,Harvest
Cotton,24.3,33.35,49.8,49.09,32.42,66.4,6.66,Monitor
Wheat,44.41,21.16,57.66,23.8,42.2,74.71,6.74,Fertilize
Maize,57.08,28.99,68.76,91.51,18.9,86.12,6.46,Fertilize
Sugarcane,63.28,51.2,90.9,97.42,47.75,103.97,6.82,Apply Pesticide
Sugarcane,69.76,34.0,74.68,109.62,45.38,105.81,6.92,Optimal
Soybean,12.2,28.03,20.6,39.37,42.92,83.51,6.69,Irrigate
Wheat,77.8,20.08,75.3,78.46,46.11,72.43,6.91,Harvest
Wheat,23.1,21.43,33.0,75.27,41.25,74.98,6.65,Irrigate
Cotton,70.0,31.57,76.6,73.67,36.98,76.72,6.64,Harvest
Maize,41.3,29.58,62.19,88.05,44.29,86.25,6.42,Monitor
Wheat,70.3,19.7,75.8,79.2,43.38,73.8,6.81,Harvest
Sugarcane,66.69,33.07,69.49,109.95,42.81,102.41,6.65,Optimal
Rice,69.83,43.8,95.5,77.89,41.99,80.64,6.14,Apply Pesticide
Potato,57.95,37.9,85.1,77.11,55.04,123.88,5.62,Apply Pesticide
Sugarcane,49.0,33.2,72.88,90.6,38.96,98.73,6.48,Monitor
Rice,74.37,25.18,82.96,76.0,47.58,84.08,6.27,Optimal
Wheat,44.75,37.0,81.6,66.05,42.39,66.78,6.64,Apply Pesticide
Tomato,58.32,36.2,91.5,91.53,49.83,101.26,6.52,Apply Pesticide
Wheat,23.9,22.12,23.8,71.46,36.89,73.9,6.87,Irrigate
Soybean,42.2,24.97,66.84,36.0,42.73,69.39,6.73,Monitor
Sugarcane,66.17,29.01,71.12,108.83,44.35,100.02,6.75,Optimal
Rice,101.8,24.26,103.6,88.65,53.4,87.79,6.15,Harvest
Sugarcane,69.67,30.15,69.58,97.82,42.96,112.05,6.55,Optimal
Rice,61.1,28.49,76.81,72.11,37.6,69.83,6.35,Monitor
Sugarcane,68.49,29.08,80.31,110.43,46.59,110.91,6.77,Optimal
Tomato,58.84,23.61,71.62,87.23,51.05,89.69,6.67,Optimal
Soybean,51.19,36.9,89.4,39.43,47.77,82.51,6.68,Apply Pesticide
Potato,55.47,18.41,68.82,45.8,51.02,122.31,5.78,Fertilize
Wheat,41.58,19.46,57.7,6.6,39.4,71.38,6.96,Fertilize
Wheat,41.86,34.3,86.7,66.52,39.03,74.99,6.63,Apply Pesticide
Sugarcane,63.11,29.7,78.28,111.96,41.62,110.27,6.61,Optimal
Cotton,39.39,48.5,77.7,58.75,35.55,75.02,6.78,Apply Pesticide
Rice,60.0,27.52,76.58,73.33,38.39,71.7,6.03,Monitor
Maize,55.51,46.7,92.1,90.95,48.64,95.31,6.51,Apply Pesticide
Tomato,52.3,26.1,71.88,73.87,43.41,80.71,6.86,Monitor
Cotton,40.44,30.74,51.47,64.29,32.66,71.99,7.13,Optimal
Maize,53.48,39.9,79.6,94.27,53.54,96.01,6.56,Apply Pesticide
Wheat,65.1,18.33,82.1,77.59,42.81,77.93,6.68,Harvest
Tomato,46.4,25.37,71.91,79.03,43.94,93.1,6.48,Monitor
Wheat,42.48,20.38,63.38,9.0,42.54,65.29,6.67,Fertilize
Sugarcane,68.64,44.2,90.0,106.38,45.53,101.52,6.71,Apply Pesticide
Maize,24.5,30.94,35.0,89.64,46.06,95.05,6.33,Irrigate
Sugarcane,67.77,46.8,96.0,111.08,46.54,98.31,6.57,Apply Pesticide
Cotton,40.44,33.65,57.37,8.9,36.64,66.99,6.86,Fertilize
Rice,37.8,28.03,38.3,84.15,42.45,84.26,6.27,Irrigate
Potato,84.0,18.28,93.6,87.04,64.68,132.49,5.65,Harvest
Soybean,52.02,25.48,67.94,6.3,45.44,79.15,6.64,Fertilize
Sugarcane,61.44,32.7,77.38,106.18,48.2,112.65,6.95,Optimal
Tomato,63.38,24.97,65.78,83.09,52.51,88.48,6.62,Optimal
Wheat,43.82,32.9,77.7,70.26,41.57,67.46,6.99,Apply Pesticide
Cotton,63.9,30.59,82.5,71.85,41.06,72.37,6.8,Harvest
Tomato,62.89,26.76,75.05,83.29,18.6,92.08,6.68,Fertilize
Wheat,48.31,38.8,86.2,70.17,38.63,75.57,6.63,Apply Pesticide
Maize,58.25,48.3,90.2,100.46,48.56,83.19,6.61,Apply Pesticide
Potato,91.0,19.44,95.9,92.28,59.12,130.16,5.66,Harvest
Wheat,19.5,19.64,42.1,70.49,37.06,74.7,6.74,Irrigate
Soybean,39.1,26.23,66.08,34.39,39.92,72.64,6.15,Monitor
Rice,48.4,27.93,23.6,82.75,43.51,80.33,6.35,Irrigate
Wheat,46.0,20.4,60.93,66.19,11.9,69.22,6.49,Fertilize
Wheat,41.66,20.96,56.52,66.89,40.49,67.37,6.84,Optimal
Maize,8.6,28.17,23.3,92.92,50.87,83.13,6.59,Irrigate
Sugarcane,53.0,31.01,73.27,92.53,39.86,95.57,6.87,Monitor
Tomato,52.6,25.98,68.33,71.7,44.95,82.76,6.69,Monitor
Cotton,37.13,32.94,53.84,8.5,33.28,74.75,7.07,Fertilize
Rice,62.7,28.55,83.46,74.15,39.01,72.75,6.04,Monitor
Potato,62.61,18.67,72.82,37.8,55.46,120.24,5.83,Fertilize
Maize,30.2,28.11,21.9,99.85,47.13,88.14,6.51,Irrigate
Sugarcane,36.4,34.06,31.5,105.02,43.34,102.13,6.65,Irrigate
Rice,59.6,28.3,80.19,72.21,38.0,71.14,5.95,Monitor
Rice,73.97,28.08,77.09,75.1,7.8,85.39,6.29,Fertilize
Cotton,41.01,29.83,50.78,26.4,37.44,73.23,6.83,Fertilize
Soybean,33.7,27.69,60.97,36.45,39.81,79.38,6.21,Monitor
Cotton,37.63,43.0,77.7,63.59,36.62,75.14,6.88,Apply Pesticide
Soybean,46.22,24.93,67.77,38.17,41.75,78.38,6.35,Optimal
Sugarcane,61.8,51.4,96.3,100.99,46.09,105.02,6.62,Apply Pesticide
Tomato,57.43,42.1,86.3,82.17,53.11,91.75,6.71,Apply Pesticide
Sugarcane,53.5,33.61,75.73,87.88,38.29,103.81,6.5,Monitor
Potato,58.32,37.7,93.7,81.93,52.24,115.44,5.52,Apply Pesticide
Wheat,16.3,19.74,43.5,70.51,40.74,74.85,6.98,Irrigate
Maize,51.38,28.58,62.28,100.28,20.8,83.51,6.25,Fertilize
Wheat,43.98,20.98,59.98,68.84,42.81,70.12,6.73,Optimal
Cotton,19.4,35.56,44.1,58.07,36.84,72.0,7.07,Irrigate
Maize,57.66,47.2,90.1,91.85,49.69,92.91,6.18,Apply Pesticide
Sugarcane,51.3,31.2,72.05,93.21,41.74,99.57,6.44,Monitor
Potato,57.25,36.4,85.8,84.56,57.05,123.04,5.92,Apply Pesticide
Cotton,37.09,47.3,84.8,59.41,35.02,72.36,6.89,Apply Pesticide
Cotton,62.9,30.77,75.0,66.59,40.64,80.65,6.81,Harvest
Soybean,8.5,27.61,38.9,37.83,44.09,85.2,6.32,Irrigate
Sugarcane,61.92,30.62,70.75,107.77,43.42,106.94,6.83,Optimal
Potato,61.06,19.73,68.14,80.48,53.26,109.9,5.77,Optimal
Potato,94.5,18.41,85.7,93.04,58.23,119.72,5.83,Harvest
Tomato,58.05,41.1,96.6,79.78,52.41,96.07,6.52,Apply Pesticide
Sugarcane,62.2,29.68,79.18,103.47,46.44,105.81,6.57,Optimal
Maize,52.18,28.02,66.64,94.75,8.1,83.21,6.28,Fertilize
Tomato,63.15,34.7,85.6,89.58,51.37,90.98,6.33,Apply Pesticide
Maize,58.26,26.52,61.8,42.0,47.51,84.11,6.19,Fertilize
Soybean,17.8,28.12,44.7,38.65,48.24,85.77,6.49,Irrigate
Maize,57.98,28.68,66.44,13.5,53.35,88.09,6.64,Fertilize
Sugarcane,68.52,29.26,74.84,103.44,48.58,103.78,6.85,Optimal
Sugarcane,66.67,50.7,91.7,100.21,42.04,99.38,6.56,Apply Pesticide
Sugarcane,69.05,49.8,92.1,98.79,48.56,106.06,6.71,Apply Pesticide
Potato,19.9,22.47,39.0,81.3,54.47,114.02,5.82,Irrigate
Soybean,52.41,39.1,81.7,36.95,48.54,81.89,6.48,Apply Pesticide
Tomato,61.06,24.12,73.31,87.52,52.3,89.88,6.42,Optimal
Rice,53.3,28.34,72.08,71.71,41.7,70.04,6.51,Monitor
Soybean,16.3,28.26,36.1,38.28,44.79,82.71,6.59,Irrigate
Wheat,45.54,19.11,59.07,37.2,40.69,73.15,6.72,Fertilize
Rice,92.9,28.03,104.9,98.96,46.67,84.97,6.1,Harvest
Maize,81.0,25.66,92.2,113.4,56.6,101.66,6.42,Harvest
Maize,58.61,47.3,92.9,100.73,53.01,88.11,6.64,Apply Pesticide
Tomato,43.9,27.7,68.42,76.43,41.77,91.61,6.82,Monitor
Sugarcane,60.72,43.3,95.6,104.4,42.12,112.76,6.59,Apply Pesticide
Soybean,46.02,23.33,61.54,6.3,47.22,76.75,6.66,Fertilize
Cotton,38.8,51.7,79.7,55.29,36.79,66.3,7.02,Apply Pesticide
Soybean,53.34,36.0,92.0,37.99,47.68,80.13,6.67,Apply Pesticide
Cotton,30.0,31.91,50.39,49.69,32.71,61.52,6.98,Monitor
Soybean,76.4,23.37,88.4,48.54,47.39,81.0,6.76,Harvest
Rice,30.4,27.76,43.3,84.19,46.42,82.74,6.23,Irrigate
Sugarcane,64.55,30.21,70.24,109.26,45.96,97.15,7.01,Optimal
Sugarcane,63.94,31.92,70.18,99.25,47.04,97.09,6.51,Optimal
Cotton,28.3,30.38,52.62,49.18,31.09,66.58,6.76,Monitor
Rice,60.6,28.02,79.48,70.59,43.69,68.36,6.24,Monitor
Cotton,74.2,30.81,72.5,68.69,39.32,83.02,7.02,Harvest
Rice,75.25,28.08,75.27,83.31,41.58,73.88,6.16,Optimal
Wheat,74.2,18.2,80.1,83.6,42.83,78.11,6.56,Harvest
Maize,53.24,28.1,60.92,56.4,46.47,89.11,6.42,Fertilize
Maize,55.75,26.22,60.47,100.87,23.9,96.85,6.39,Fertilize
Tomato,64.38,25.95,67.01,83.67,50.9,89.45,6.5,Optimal
Cotton,74.4,29.53,81.2,67.35,41.14,82.25,6.97,Harvest
Sugarcane,69.25,43.2,89.1,112.31,45.22,105.98,6.98,Apply Pesticide
Rice,68.31,38.1,95.1,77.08,42.04,84.23,6.43,Apply Pesticide
Cotton,38.05,44.8,73.4,60.6,37.52,74.44,6.8,Apply Pesticide
Potato,63.85,20.54,73.65,41.7,54.89,122.51,5.85,Fertilize
Sugarcane,62.01,31.86,75.35,107.38,45.63,101.18,6.85,Optimal
Sugarcane,63.58,32.67,79.15,110.95,42.27,109.39,6.59,Optimal
Cotton,41.62,51.1,87.3,60.24,35.33,71.58,7.18,Apply Pesticide
Tomato,59.69,42.3,90.1,88.9,53.63,97.47,6.73,Apply Pesticide
Potato,86.0,20.49,96.0,84.95,62.05,135.62,5.73,Harvest
Rice,70.17,28.19,80.8,28.8,42.23,75.21,6.26,Fertilize
Wheat,48.23,20.12,64.13,28.9,38.49,74.8,6.84,Fertilize
Cotton,41.68,30.28,56.89,55.5,5.7,65.44,6.87,Fertilize
Potato,58.37,21.16,73.24,77.2,54.29,115.14,5.78,Optimal
Cotton,11.1,33.01,25.4,60.09,32.37,68.68,6.83,Irrigate
Sugarcane,67.59,32.48,76.05,106.6,48.34,109.22,6.83,Optimal
Cotton,40.48,29.02,52.07,59.99,36.38,73.46,7.03,Optimal
Maize,74.4,27.89,92.8,101.66,58.7,94.91,6.25,Harvest
Rice,58.0,29.01,82.29,65.94,39.75,76.85,6.2,Monitor
Cotton,10.8,33.12,25.3,62.12,37.45,68.81,6.8,Irrigate
Potato,48.3,22.12,71.35,69.18,50.37,108.44,5.89,Monitor
Cotton,17.2,32.99,25.9,63.65,36.48,71.13,7.01,Irrigate
Potato,55.58,19.65,74.88,85.85,58.69,124.18,5.55,Optimal
Soybean,53.78,24.5,62.73,40.93,46.5,73.82,6.59,Optimal
Cotton,28.6,30.38,54.95,52.69,31.55,67.98,7.12,Monitor
Potato,38.9,22.67,34.8,82.91,54.3,121.66,5.68,Irrigate
Potato,58.76,38.6,96.2,81.33,58.87,120.31,5.69,Apply Pesticide
Potato,50.5,21.6,69.79,69.04,51.21,113.88,5.84,Monitor
Sugarcane,63.26,33.38,73.76,101.02,43.82,98.75,6.85,Optimal
Cotton,43.05,30.42,51.04,59.96,32.82,72.03,7.12,Optimal
Wheat,32.0,21.03,55.34,57.37,35.25,64.65,6.8,Monitor
Maize,53.39,46.8,81.1,99.53,50.94,86.97,6.32,Apply Pesticide
Soybean,52.47,26.41,59.88,38.32,41.81,79.99,6.25,Optimal
Maize,21.4,27.49,26.3,97.44,46.94,85.5,6.41,Irrigate
Wheat,46.31,18.55,57.6,68.36,41.53,69.94,6.5,Optimal
Sugarcane,36.5,33.1,43.0,111.21,44.04,98.55,6.62,Irrigate
Tomato,59.78,23.31,65.27,89.3,49.02,102.29,6.29,Optimal
Sugarcane,61.21,31.5,73.18,17.7,48.23,112.67,6.78,Fertilize
Potato,49.0,20.34,63.66,71.37,48.88,105.11,5.83,Monitor
Potato,41.5,20.15,39.2,77.23,59.18,110.67,5.69,Irrigate
Rice,102.9,27.73,100.9,84.87,49.81,89.5,6.28,Harvest
Soybean,8.7,28.28,33.3,40.03,43.13,79.46,6.51,Irrigate
Potato,93.4,20.36,85.3,99.16,65.82,129.73,5.7,Harvest
Maize,86.3,25.97,88.7,106.56,58.65,105.15,6.57,Harvest
Tomato,63.54,23.53,64.79,90.24,46.94,90.15,6.3,Optimal
Rice,61.2,29.38,72.35,68.63,41.71,73.58,6.0,Monitor
Potato,50.5,21.62,69.7,73.67,52.41,106.24,6.02,Monitor
Cotton,37.43,31.09,50.69,56.69,37.42,73.31,6.75,Optimal
Rice,98.4,25.3,97.1,92.66,50.66,82.03,6.35,Harvest
Cotton,19.6,33.94,22.7,61.88,35.82,72.89,6.67,Irrigate
Wheat,79.3,18.38,81.2,74.83,45.67,78.0,6.59,Harvest
Cotton,42.13,31.6,56.8,27.2,34.73,69.94,7.02,Fertilize
Tomato,52.3,27.79,72.08,77.25,46.25,90.9,6.55,Monitor
Maize,58.73,28.08,66.48,99.33,46.92,90.33,6.64,Optimal
Wheat,48.35,37.6,92.8,65.37,38.33,70.64,6.86,Apply Pesticide
Wheat,65.9,18.45,84.9,74.85,48.37,77.28,6.77,Harvest
Wheat,32.2,21.79,62.57,57.95,36.45,67.41,6.78,Monitor
Sugarcane,60.32,48.1,90.4,111.09,47.77,108.21,6.52,Apply Pesticide
Cotton,41.87,33.6,58.71,60.29,32.38,64.61,7.14,Optimal
Cotton,70.9,31.05,76.5,69.59,39.95,79.24,6.82,Harvest
Soybean,52.13,42.7,95.7,40.04,44.31,81.07,6.39,Apply Pesticide
Sugarcane,67.49,33.4,69.12,66.6,42.77,111.12,6.98,Fertilize
Rice,102.2,27.88,105.6,91.4,48.4,86.17,6.01,Harvest
Rice,32.8,29.73,23.4,81.03,45.04,75.44,6.31,Irrigate
Maize,33.9,29.97,24.3,94.58,53.91,92.07,6.21,Irrigate
Soybean,11.9,26.9,38.5,40.81,48.16,78.62,6.53,Irrigate
Sugarcane,44.4,32.74,21.4,109.79,47.07,99.91,6.92,Irrigate
Maize,58.68,26.87,64.61,52.6,46.38,94.09,6.38,Fertilize
Maize,34.6,29.07,26.5,88.3,53.08,89.7,6.52,Irrigate
Maize,54.74,28.97,60.85,97.0,19.3,90.83,6.62,Fertilize
Cotton,40.33,43.6,80.6,56.65,37.65,72.07,6.65,Apply Pesticide
Rice,60.3,28.03,76.17,72.07,43.15,72.62,6.1,Monitor
Soybean,47.31,25.47,61.08,40.01,42.92,76.08,6.29,Optimal
Potato,8.2,21.66,28.2,83.03,58.46,122.83,5.6,Irrigate
Soybean,48.44,23.85,64.87,42.71,48.56,81.46,6.74,Optimal
Wheat,44.01,29.5,96.3,73.3,38.43,68.98,6.95,Apply Pesticide
Soybean,8.5,25.86,22.3,41.03,47.97,83.08,6.35,Irrigate
Tomato,61.95,24.43,66.65,84.5,47.95,88.2,6.35,Optimal
Sugarcane,29.2,33.42,41.7,108.97,46.94,98.11,6.56,Irrigate
Cotton,12.6,33.02,22.3,56.55,37.64,72.66,7.11,Irrigate
Tomato,57.51,26.8,68.68,83.98,47.32,93.88,6.75,Optimal
Potato,52.8,20.1,70.38,69.74,46.63,109.87,5.63,Monitor
Cotton,59.2,29.96,79.5,73.58,36.38,80.83,6.66,Harvest
Soybean,74.5,26.02,92.7,43.28,47.38,86.92,6.46,Harvest
Rice,30.6,27.39,20.2,79.95,43.46,83.0,6.01,Irrigate
Potato,16.1,20.77,31.8,80.92,56.66,117.17,5.57,Irrigate
Rice,99.8,28.04,102.2,93.48,54.25,90.0,6.02,Harvest
Cotton,40.24,49.8,83.5,58.28,33.65,70.46,6.88,Apply Pesticide
Rice,93.7,25.66,97.8,93.25,49.94,81.44,6.16,Harvest
Potato,44.2,20.32,70.81,66.09,48.03,105.0,5.96,Monitor
Wheat,43.11,20.62,62.69,67.08,38.44,67.84,6.8,Optimal
Cotton,37.57,42.1,71.5,55.55,34.44,68.77,6.76,Apply Pesticide
Soybean,53.6,25.51,60.85,42.74,12.8,75.61,6.36,Fertilize
Maize,78.2,28.04,80.7,115.64,58.0,98.15,6.62,Harvest
Soybean,47.71,25.52,63.48,5.1,42.94,75.74,6.65,Fertilize
Sugarcane,67.16,45.5,93.2,112.32,41.7,101.09,6.54,Apply Pesticide
Soybean,10.0,26.22,41.5,37.13,46.02,86.26,6.51,Irrigate
Maize,51.34,27.13,67.08,55.7,47.31,84.64,6.39,Fertilize
Rice,72.77,26.89,74.34,85.86,48.19,83.65,6.5,Optimal
Rice,104.9,26.94,107.2,96.81,53.18,88.97,6.19,Harvest
Soybean,51.02,26.58,64.27,5.0,46.89,80.84,6.25,Fertilize
Soybean,18.2,26.96,33.1,42.76,44.91,76.88,6.49,Irrigate
Rice,65.3,25.23,81.16,81.27,11.0,79.13,6.03,Fertilize
Sugarcane,54.5,34.02,77.25,95.97,39.56,95.8,6.86,Monitor
Sugarcane,23.0,33.52,35.5,101.15,48.42,98.59,6.54,Irrigate
Wheat,47.95,19.15,56.14,25.9,37.41,68.58,6.71,Fertilize
Potato,61.22,38.0,91.5,74.21,54.43,113.52,5.91,Apply Pesticide
Maize,75.1,28.51,86.4,107.44,56.7,92.77,6.3,Harvest
Sugarcane,69.36,42.3,90.7,110.45,43.17,104.01,6.53,Apply Pesticide
Soybean,22.1,25.11,20.3,38.16,44.03,82.67,6.35,Irrigate
Cotton,70.8,32.11,76.8,72.33,37.04,71.21,6.98,Harvest
Cotton,59.2,29.46,74.4,68.78,38.53,77.26,6.73,Harvest
Maize,58.98,42.2,94.3,95.46,47.83,85.59,6.5,Apply Pesticide
Rice,14.5,27.64,41.6,75.58,42.0,79.8,6.15,Irrigate
Sugarcane,84.2,28.7,97.4,112.15,51.11,112.59,6.84,Harvest
Rice,68.08,25.33,84.74,32.4,42.59,79.1,6.14,Fertilize
Potato,61.63,19.19,65.04,39.4,56.6,121.99,5.55,Fertilize
Tomato,63.91,23.28,74.65,9.4,49.22,98.83,6.28,Fertilize
Soybean,34.9,26.19,65.25,36.61,39.37,68.88,6.83,Monitor
Potato,56.94,20.98,65.83,83.5,56.2,115.67,5.73,Optimal
Rice,71.04,39.0,94.2,73.63,42.13,83.74,6.48,Apply Pesticide
Soybean,48.42,25.41,69.78,5.0,43.35,83.31,6.48,Fertilize
Potato,56.75,21.23,68.04,43.3,52.39,108.75,5.8,Fertilize
Rice,72.75,25.71,85.86,78.31,43.75,75.51,6.15,Optimal
Tomato,17.0,27.65,20.5,78.25,47.09,91.38,6.26,Irrigate
Cotton,40.15,44.1,86.3,62.16,32.27,68.5,7.08,Apply Pesticide
Wheat,67.0,18.03,83.0,84.31,43.65,75.61,6.92,Harvest
Rice,62.6,28.91,81.95,68.76,40.85,74.96,6.11,Monitor
Sugarcane,84.3,30.99,100.1,112.39,49.7,112.02,6.96,Harvest
Maize,47.9,26.27,67.62,77.88,44.72,82.56,6.21,Monitor
Cotton,23.2,31.4,49.93,55.35,31.42,61.85,6.98,Monitor
Rice,68.02,25.63,80.98,75.58,9.8,82.52,6.28,Fertilize
Wheat,35.1,20.22,62.04,62.0,35.13,62.84,6.46,Monitor
Cotton,58.1,30.4,71.6,73.66,41.84,80.74,6.71,Harvest
Rice,15.4,27.69,30.0,74.33,45.6,84.92,6.08,Irrigate
Cotton,19.1,30.69,33.7,58.63,34.59,69.7,6.9,Irrigate
Wheat,42.67,20.93,55.77,34.1,41.11,68.55,6.58,Fertilize
Cotton,40.75,43.5,91.9,61.31,35.2,72.79,6.71,Apply Pesticide
Sugarcane,60.7,30.23,76.87,52.8,43.37,103.42,6.67,Fertilize
Potato,56.32,19.88,68.17,79.69,53.37,121.35,5.72,Optimal
Sugarcane,51.8,31.91,69.76,96.55,37.31,90.51,6.73,Monitor
Sugarcane,68.78,32.64,77.92,31.0,47.39,112.27,6.91,Fertilize
Cotton,65.9,28.29,74.8,64.9,37.22,82.69,6.77,Harvest
Maize,58.67,47.8,82.0,90.04,49.82,90.37,6.32,Apply Pesticide
Maize,21.1,30.84,38.9,99.02,48.16,89.05,6.39,Irrigate
Potato,63.68,20.16,65.62,82.96,55.14,113.15,5.84,Optimal
Soybean,17.8,25.72,32.0,39.45,44.18,82.05,6.38,Irrigate
Sugarcane,16.8,31.23,30.6,97.81,47.84,102.21,6.66,Irrigate
Wheat,69.8,20.23,86.3,78.45,45.95,77.6,6.63,Harvest
Potato,56.92,35.8,90.8,82.18,55.24,113.67,5.66,Apply Pesticide
Cotton,60.4,29.34,76.3,69.26,39.51,73.45,7.14,Harvest
Potato,88.6,17.93,90.8,89.41,60.96,134.66,5.75,Harvest
Cotton,27.7,33.33,55.11,51.31,30.61,64.27,6.93,Monitor
Rice,67.34,38.2,96.1,74.68,46.74,82.48,6.13,Apply Pesticide
Soybean,49.31,42.3,79.9,38.95,44.19,79.39,6.53,Apply Pesticide
Rice,40.1,28.89,24.7,73.93,43.45,79.27,6.31,Irrigate
Wheat,74.5,17.88,78.7,76.5,42.41,79.81,6.61,Harvest
Soybean,49.61,23.33,65.65,38.81,44.85,85.86,6.42,Optimal
Maize,15.3,27.42,25.8,88.31,53.94,95.33,6.41,Irrigate
Rice,70.54,40.5,96.6,74.88,43.26,83.22,6.05,Apply Pesticide
Potato,24.8,20.73,38.5,74.87,56.94,120.25,5.85,Irrigate
Cotton,37.17,30.59,51.21,64.08,3.9,73.55,7.12,Fertilize
Rice,67.11,36.0,95.7,81.16,48.4,78.23,6.2,Apply Pesticide
Cotton,13.2,33.48,42.2,59.95,35.56,71.16,6.98,Irrigate
Tomato,55.81,35.4,89.1,84.24,49.84,88.4,6.26,Apply Pesticide
Sugarcane,60.03,42.4,96.0,106.35,42.57,106.71,6.68,Apply Pesticide
Potato,26.6,22.36,24.9,85.86,58.57,111.24,5.93,Irrigate
Maize,58.43,40.3,87.6,102.5,47.19,91.07,6.32,Apply Pesticide
Wheat,47.07,32.1,79.1,69.67,42.7,67.73,6.97,Apply Pesticide
Rice,73.49,27.68,75.24,77.93,48.08,76.48,6.19,Optimal
Rice,75.2,25.23,82.39,79.92,44.19,81.7,6.35,Optimal
Rice,72.38,36.7,95.5,79.65,43.64,84.74,6.09,Apply Pesticide
Wheat,64.7,19.47,83.8,75.52,47.79,73.62,6.54,Harvest
Rice,103.0,25.96,102.7,86.69,46.4,84.41,6.35,Harvest
Soybean,30.1,27.61,32.2,39.7,47.4,82.44,6.6,Irrigate
Maize,53.82,27.14,60.32,54.0,46.7,91.15,6.59,Fertilize
Rice,101.5,25.45,104.3,86.63,48.72,83.0,6.41,Harvest
Cotton,40.85,32.11,58.55,57.48,9.3,69.45,6.7,Fertilize
Tomato,33.5,24.9,44.5,91.65,53.95,87.6,6.35,Irrigate
Potato,60.63,21.33,66.07,82.51,54.63,108.27,5.53,Optimal
Rice,73.44,26.83,76.46,45.1,43.88,75.66,6.28,Fertilize
Potato,81.0,19.66,97.8,91.22,61.82,133.11,5.84,Harvest
Sugarcane,65.33,33.6,74.19,106.57,42.74,100.71,6.78,Optimal
Wheat,42.95,21.57,60.32,14.5,41.01,67.48,6.92,Fertilize
Soybean,29.5,27.52,39.0,40.3,43.94,82.49,6.58,Irrigate
Wheat,47.18,19.64,57.16,65.13,37.31,72.91,6.72,Optimal
Sugarcane,84.9,30.11,90.7,128.58,50.01,106.5,6.6,Harvest
Soybean,28.6,25.93,26.9,42.86,41.99,78.06,6.33,Irrigate
Soybean,81.1,25.93,83.5,42.59,50.04,94.54,6.52,Harvest
Sugarcane,89.1,32.86,90.1,116.94,51.08,111.42,6.85,Harvest
Tomato,49.5,25.78,66.36,75.61,48.51,89.22,6.65,Monitor
